id,stem,a,b,c,d,correct_answer,incorrect_rate,signal_reasoning,signal_extra_triple,signal_distractor_depth,signal_node_embedding_similarity,signal_text_embedding_similarity,signal_degree_centrality,signal_readability,signal_above_largest_gap_count,signal_llm_extra_fact
1,"Born in the German Empire, which theoretical physicist revolutionized our understanding of space, time, and energy with his theory of relativity?",Albert Einstein,Elon Reeve Musk,Lionel Andrés Messi,Eva Braun,A,0.13157894736842102,0.0,1.0,0.41666666666666663,0.5483333333333333,0.32212615962481167,0.6603789229302267,0.22962235514686186,0.0,0
2,"Renowned for developing the Theory of Relativity, which influential physicist’s work has been particularly beneficial to the field of Quantum Optics?",Dennis Wilson,Stephen William Hawking,Albert Einstein,Karim Benzema,C,0.1842105263157895,0.0,0.0,0.25,0.5033333333333333,0.26001005075453687,0.7672966694151553,0.22962235514686186,0.0,1
3,"A renowned physicist, who played a significant role in advising on a project that ultimately impacted a country involved in a major 20th-century global conflict, is most famously known by what name?",Thomas Jefferson,Nicki Minaj,Albert Einstein,Hillary Clinton,C,0.09090909090909094,1.0,1.0,0.25,0.5299999999999999,0.21695987949059267,0.528304059625315,0.35657530577626995,0.0,1
4,"What influential physicist, known for proposing the General Theory of Relativity, was an outspoken critic of a political leader who participated in World War I?",Albert Einstein,Chuck Norris,Prince Philip,Richard Nixon,A,0.12121212121212122,1.0,0.0,0.33333333333333337,0.5266666666666667,0.27734235396919804,0.5896245318740239,0.2689045620926703,0.0,1
5,Who is the acclaimed actor and director known for receiving a coveted Golden Globe Award for her performances?,Neil Patrick Harris,Rob Greenberg,Angelina Jolie,Donald Trump,C,0.2432432432432432,0.0,1.0,0.0,0.545,0.5295859048492756,0.6132093288927583,0.558967949290242,0.0,0
6,"Who directed the film ""In the Land of Blood and Honey"" and also acted in the movie ""Changeling""?",Angelina Jolie,Anthony Russo,Rob Greenberg,Gale Anne Hurd,A,0.5,0.0,0.0,0.0,0.5116666666666666,0.5073107456736055,0.779875227825147,0.8610838318007321,0.5,1
7,"Which individual, known for their remarkable achievements in the entertainment industry, has received recognition through notable awards that have also been associated with music moguls like Jay-Z?",Angelina Jolie,Doja Cat,Elvis Aaron Presley,Cruz Bustamante,A,0.975,1.0,1.0,0.08333333333333337,0.48,0.7486758013982882,0.647800364520235,0.2507811802517632,1.0,0
8,Which humanitarian award recipient has also been recognized alongside John Christopher Depp II by the same prestigious film organization?,Bill Black,Angelina Jolie,Sharon Tate,Brad Pitt,B,0.5277777777777778,1.0,0.0,0.33333333333333337,0.6833333333333332,0.6191628324250192,0.6132093288927583,0.1722167663601464,0.5,0
9,"Who is the artist behind the popular album ""Thank U, Next""?",Ariana Grande Butera,Royce Da 5’9,Kanye Omari West,Brian Epstein,A,0.19047619047619047,0.0,1.0,0.16666666666666663,0.4633333333333333,0.44853480011832736,0.556605816047796,0.7734130881171323,0.0,0
10,"Which singer, known for their use of the whistle register, has the full name that includes Butera?",Jon Voight,Thomas Cruise Mapother IV,Selena Marie Gomez,Ariana Grande Butera,D,0.2142857142857143,0.0,0.0,0.33333333333333337,0.49833333333333335,0.36338962014701975,0.6918253189552057,0.7945719132220337,0.0,1
21,"Married in a civil ceremony at Windsor Guildhall in 2005, who is the spouse of Camilla Parker Bowles?",Selena Marie Gomez,Mary Lincoln,Eva Braun,Charles III,D,0.42500000000000004,0.0,1.0,0.08333333333333337,0.505,0.5807543886193138,0.7358502733901764,0.6344969199178644,1.0,0
11,"Which artist released an album that includes a hit single sharing the same name, becoming a cultural phenomenon and often associated with moving on from past relationships?",Muhammad Ali,Ariana Grande Butera,Tony Bennett,Brad Pitt,B,0.19999999999999996,1.0,1.0,0.33333333333333337,0.5133333333333333,0.823935783507399,0.6918253189552057,0.4018391215070083,1.0,0
12,"Which singer, known for her role in the TV series ""Sam & Cat,"" was part of the cast nominated for the Academy Award for Best Supporting Actress?",Michael Shea,Ariana Grande Butera,Notorious B.I.G.,Tupac Amaru Shakur,B,0.21052631578947367,1.0,0.0,0.25,0.5099999999999999,0.32618268883598656,0.7735859486201512,0.6375323631818587,0.0,0
13,"In the action-packed 1985 film ""Commando,"" which actor took on the iconic role of John Matrix?",Cruz Bustamante,Michael Shea,Neil Patrick Harris,Arnold Alois Schwarzenegger,D,0.40476190476190477,0.0,1.0,0.6666666666666667,0.6849999999999999,0.38982972582428,0.6886806793527078,0.728149272386394,0.0,0
14,"Known as ""The Austrian Oak,"" who served as the 38th Governor of California?",William McKinley,Louis XIV,Arnold Alois Schwarzenegger,Gray Davis,C,0.45999999999999996,0.0,0.0,0.33333333333333337,0.6833333333333335,0.40607239925407995,0.7861645070301427,0.7552897062762253,0.0,1
15,"This former professional bodybuilder and actor, who served as the Governor of California, is a prominent member of a US political party closely associated with the United States of America. Who is he?",Dr. Dre,Onika Tanya Maraj-Petty,Andrew,Arnold Alois Schwarzenegger,D,0.26190476190476186,1.0,1.0,0.16666666666666663,0.4916666666666667,0.2969096973456224,0.647800364520235,0.49700919560753504,0.0,0
16,"Which bodybuilder, also known for winning the Mr. Universe title, shares a prestigious bodybuilding title with Lee Haney?",Dwayne Douglas Johnson,Grover Cleveland,Bruce Lee,Arnold Alois Schwarzenegger,D,0.3829787234042553,1.0,0.0,0.0,0.5216666666666667,0.6803707851297609,0.8254725020613665,0.6404785287027944,1.0,0
17,Which former U.S. President expressed support for Ukraine during their time in office?,Carter Bays,John Fitzgerald Kennedy,James A. Garfield,Barack Hussein Obama II,D,0.20512820512820518,0.0,1.0,0.33333333333333337,0.505,0.7490018499400323,0.6226432477002519,0.7386840460673153,1.0,0
18,Which U.S. political figure extended the Bush Tax Cuts and also supported Ukraine during their presidency?,Andrew,Donald Trump,William,Barack Hussein Obama II,D,0.48484848484848486,0.0,0.0,0.41666666666666663,0.515,0.7051184969871315,0.7421395525951722,0.4260333898759039,0.5,1
19,Which U.S. President was in office during the military operation targeting the Taliban?,Charles De Gaulle,Nicki Minaj,Barack Hussein Obama II,Lionel Andrés Messi,C,0.02777777777777779,1.0,1.0,0.0,0.48,0.33344619444062745,0.6163539684952561,0.30211588251049015,0.0,0
20,"Which former president, who ordered the military intervention in Libya in 2011, oversaw the withdrawal of troops from Afghanistan?",John McCain,Pamela Fryman,Queen,Barack Hussein Obama II,D,0.17647058823529416,1.0,0.0,0.41666666666666663,0.6616666666666666,0.3486073637402422,0.6981145981602015,0.32327470761539145,0.0,1
22,What author of 17 books succeeded Elizabeth II as a reigning monarch?,Kimberly Noel Kardashian,Charles III,James A. Garfield,Barack Obama,B,0.42105263157894735,0.0,0.0,0.08333333333333337,0.5166666666666667,0.6151876919562012,0.5157255012153235,0.6133380948129631,1.0,1
23,"Which British royal, whose mother-in-law was Queen Elizabeth II, was married to the individual often referred to as the “People’s Princess”?",Charles III,Stephen A. Douglas,Stephen William Hawking,Kaiser Wilhelm II,A,0.17647058823529416,1.0,1.0,0.16666666666666663,0.49499999999999994,0.8952229379344027,0.4213863131403862,0.45620926702972947,1.0,1
24,"Who is the paternal grandfather of King George VI’s grandson, who is also the parent of William?",Charles III,Willard Carroll Smith II,Eminem,Robert Bork,A,0.23076923076923073,1.0,0.0,0.08333333333333337,0.5066666666666667,0.3798289699891829,0.7594350704089106,0.7190429425944111,0.5,0
25,"In the action film ""G.I. Joe: Retaliation,"" who played the role of Roadblock?",Brian Epstein,Farrokh Bulsara,Destiny Hope Cyrus,Dwayne Douglas Johnson,D,0.2894736842105263,0.0,1.0,0.0,0.5016666666666666,0.19731617145307473,0.6509450041227329,0.814213016694938,0.0,0
26,"In the action-packed film ""G.I. Joe: Retaliation,"" which actor, who is also known by the moniker ""The Rock,"" played a significant role?",Dwayne Douglas Johnson,6Ix9Ine,"Milena Markovna ""Mila"" Kunis",Thomas Cruise Mapother IV,A,0.19999999999999996,0.0,0.0,0.33333333333333337,0.5,0.35502840128289026,0.7610073902101595,0.6978841174895098,0.0,0
27,Which influential person’s status is shared with a famous rapper who has been recognized for his significant impact by a renowned publication?,Dwayne Michael Carter Jr.,Miley Ray Cyrus,Dwayne Douglas Johnson,Khloé Kardashian,C,0.7631578947368421,1.0,1.0,0.16666666666666663,0.51,1.0,0.6037754100852646,0.4471029372377466,0.0,1
28,"Which notable individual, known for their affiliation with the Calgary Stampeders, shares a connection of influence with Lionel Andrés Messi through a prominent organization?",Dwayne Douglas Johnson,Billy Ray Cyrus,Duke of York,George Harrison,A,0.6857142857142857,1.0,0.0,0.0,0.5299999999999999,0.6890284466274702,0.6698128417377205,0.12686367288634942,1.0,1
29,Who was the monarch of New Zealand from 1952 until their passing in 2022?,Elizabeth II,Arnold Alois Schwarzenegger,Bruce Lee,Clarence Thomas,A,0.5882352941176471,0.0,1.0,0.33333333333333337,0.4916666666666667,0.15576061669603394,0.5283040596253149,0.8973305954825462,0.0,0
30,"In a remarkable historical timeline, the successor to the throne of the United Kingdom became King Charles due to his parent, who once held the title of sovereign in this nation. Who was this renowned monarch?",Franz von Papen,Elizabeth II,Warren G. Harding,Elon Reeve Musk,B,0.1470588235294118,0.0,0.0,0.25,0.48666666666666664,0.2954265780761335,0.5031469428053317,0.710025890545487,0.0,0
31,"Which person, known for their connection to a country with English as its official language, held the position of Queen?",Elizabeth II,Paris Hilton,Adolf Hitler,JFK,A,0.03125,1.0,1.0,0.25,0.47500000000000003,0.36060691106161596,0.4968576636003359,0.6919025087045799,0.0,1
32,"Having served in the Royal Navy, which British monarch, who was the grandchild of King George V, was succeeded by her son on the throne?",Karim Benzema,Elizabeth II,Arnold Alois Schwarzenegger,Joseph Robinette Biden Jr.,B,0.15555555555555556,1.0,0.0,0.33333333333333337,0.5066666666666667,0.20136293083033185,0.6273602071039988,0.797607356486028,0.0,0
33,"Which rapper released the album titled ""Encore""?",Karim Benzema,Cristiano Ronaldo,Tim Burton,Eminem,D,0.025000000000000022,0.0,1.0,0.08333333333333337,0.5116666666666667,0.25681914692283037,0.5943414912777708,0.6586019105437014,0.0,1
34,"Which member of the duo Bad Meets Evil, who also released the album ""Music to Be Murdered By,"" has made a significant impact on the music industry?",Eminem,Keanu Charles Reeves,Pamela Fryman,Thomas Andrews Jr.,A,0.28125,0.0,0.0,0.08333333333333337,0.5016666666666666,0.14887440870860152,0.7232717149801847,0.5528970627622534,0.0,0
35,This hip-hop artist shares a prestigious television award with Taylor Swift. Who is he?,Eminem,Milwaukee Cannibal,Cristiano Ronaldo,Diana Princess of Wales,A,0.1351351351351351,1.0,1.0,0.08333333333333337,0.4983333333333333,0.31199849137658653,0.45283270916536533,0.734130881171324,0.0,1
36,"Which artist, known for creating the album ""Encore,"" was named Artist of the Decade, an accolade received by another artist ranked by the same entity that ranked Miley Ray Cyrus?",Tyga,Michael Shea,Eminem,Drake,C,0.3555555555555555,1.0,0.0,0.16666666666666663,0.4716666666666667,0.5370492718132286,0.5754736536627835,0.5257566288724221,1.0,1
37,"Which country was actively involved in a major global conflict from 1939 to 1945, known for its iconic resistance movement and strategic battles in both Europe and North Africa?",Empire Of Japan,France,Sri Lanka,Bangladesh,B,0.5714285714285714,0.0,1.0,0.33333333333333337,0.5283333333333333,0.4857302536574499,0.4717005467803528,0.5347736809213463,0.0,0
38,"Which historic nation, once led by Napoleon Bonaparte, was a key participant in World War I?",France,People’s Republic of China,Egypt,Myanmar,A,0.125,0.0,0.0,0.25,0.4916666666666667,0.2969348921132555,0.5786182932652812,0.577091331131149,0.0,1
39,"After offering a universal healthcare system, which country found itself at war with the nation that made this offer?",Switzerland,France,Netherlands,Maldives,B,0.6388888888888888,1.0,1.0,0.5833333333333333,0.595,0.9977497154360021,0.41509703393539044,0.6253905901258816,0.0,0
40,"If you’re traveling from Austria to a country that shares a border with it and also played a role in World War I, to which country are you heading?",Ukraine,Austria-Hungary,Republic of Ireland,France,D,0.675,1.0,0.0,0.33333333333333337,0.5133333333333334,1.0,0.4339648715503779,0.7613605928042139,0.0,0
41,Which country shares a border with Luxembourg?,Maldives,Serbia,Germany,Jordan,C,0.16279069767441856,0.0,1.0,0.41666666666666663,0.505,0.4168741702453378,0.48113446558784634,0.734130881171324,0.0,1
42,"Which country, located in Central Europe, shares a border with the Netherlands?",Andorra,Germany,Republic of India,Serbia,B,0.13888888888888884,0.0,0.0,0.5833333333333333,0.5966666666666667,0.5944477398039295,0.654089643725231,0.6133380948129631,1.0,1
43,"Which country, like Japan, underwent an event following World War II that involved administration by foreign powers?",Germany,Soviet Russia,Belgium,Empire Of Japan,A,0.627906976744186,1.0,1.0,0.6666666666666667,0.6433333333333334,1.0,0.5094362220103275,0.49245603071154354,0.0,1
44,"Following the Allied Occupation, which country was led by a figure who initiated the Second World War?",Germany,British,Switzerland,Japan,A,0.1842105263157895,1.0,0.0,0.75,0.6150000000000001,0.607648739548145,0.6179262882965051,0.49245603071154354,0.5,1
45,In which country was the historical Delhi Sultanate primarily located?,Malaysia,Australia,Canada,India,D,0.13953488372093026,0.0,1.0,0.41666666666666663,0.5016666666666666,0.6216417796129117,0.7075485169676952,0.25372734577269884,0.0,1
46,"Once ruled by the British East India Company, which country is bordered by the Arabian Sea?",India,Canada,United States of America,Ukraine,A,0.06818181818181823,0.0,0.0,0.41666666666666663,0.5116666666666667,0.4385943613154747,0.7987430654401343,0.6526203017587715,0.0,1
47,"Known for leading a nation against the Axis Powers during World War II, what country is a former colony of the British Empire?",India,Denmark,Bhutan,Ukraine,A,0.2222222222222222,1.0,1.0,0.5,0.685,0.7294882368600301,0.7044038773651973,0.5891438264440676,0.0,0
48,The man who succeeded Neville Chamberlain as British Prime Minister once led a country that is bordered by the Arabian Sea. Which country is this?,Nazi Germany,Myanmar,Serbia,India,D,0.4193548387096774,1.0,0.0,0.6666666666666667,0.6633333333333332,0.7088929565204624,0.7735859486201512,0.6843139005445943,1.0,1
49,"Known as the capital city of an ancient land, Jerusalem is the administrative center of which country today?",Iraq,New Zealand,Israel,Denmark,C,0.29166666666666663,0.0,1.0,0.41666666666666663,0.5533333333333333,0.46611535265840004,0.6415110853152393,0.48334970091956075,0.0,0
50,"Which country, located in the region known as the Land of Israel, has a border with the West Bank?",East Germany,South Africa,Afghanistan,Israel,D,0.34693877551020413,0.0,0.0,0.33333333333333337,0.49833333333333335,0.4964820349514407,0.710693156570193,0.7764485313811267,0.0,1
51,Which country’s support is influenced by the public approval ratings measured by Gallup for a political figure?,New Zealand,Georgia,West Germany,Israel,D,0.5161290322580645,1.0,1.0,0.33333333333333337,0.48499999999999993,0.822771159929349,0.5974861308802688,0.49245603071154354,0.0,0
52,Which country that borders Lebanon was supported by the same person who signed the American Rescue Plan Act into law?,Netherlands,Lebanon,Israel,Korea,C,0.25806451612903225,1.0,0.0,0.5,0.635,1.0,0.6933976387564547,0.6163735380769573,0.0,1
53,"In the 2003 comedy film ""Bruce Almighty,"" who played the role of Grace Connelly, the love interest of Jim Carrey’s character?",Willard Carroll Smith II,Jennifer Joanna Aniston,Joe Perry,Freddie Mercury,B,0.2195121951219512,0.0,1.0,0.16666666666666663,0.54,0.4609821197505556,0.7075485169676953,0.6827961789125969,0.0,0
54,"Which actress, who played the iconic role of Rachel Green, starred in the film ""We’re the Millers""?",Dwayne Douglas Johnson,Jennifer Joanna Aniston,Tony Bennett,Paul McCartney,B,0.16666666666666663,0.0,0.0,0.08333333333333337,0.505,0.22968520119074454,0.7924537862351386,0.8701008838496562,0.0,0
55,"In which 2006 film, known for its portrayal of a relationship coming to an end, did an acclaimed actress take on a leading role?",John Aniston,Ronnie Coleman,Miley Ray Cyrus,Jennifer Joanna Aniston,D,0.3142857142857143,1.0,1.0,0.5,0.6900000000000001,0.4788769802651639,0.7987430654401344,0.7311847156503883,1.0,0
56,"Which award-winning actress, known for being part of a popular morning-themed show on Apple TV+, has received a Screen Actors Guild Award?",Marshall Bruce Mathers III,Michael Shea,Child with Dauriac,Jennifer Joanna Aniston,D,0.2894736842105263,1.0,0.0,0.33333333333333337,0.5483333333333333,0.36499250841080516,0.8443403396763539,0.5982501562360503,0.0,0
57,"In Tim Burton’s film ""Sleepy Hollow,"" who portrayed the character Ichabod Crane?",John Christopher Depp II,Jeffrey Lionel Dahmer,Destiny Hope Cyrus,Michael Shea,A,0.4117647058823529,0.0,1.0,0.08333333333333337,0.5166666666666667,0.3276508520074164,0.6132093288927583,0.6133380948129631,0.0,0
58,"Starring in films like ""Minamata"" and ""Edward Scissorhands,"" who is the actor known for portraying eccentric characters in movies?",Dj Jazzy Jeff,Destiny Hope Cyrus,Robyn Rihanna Fenty,John Christopher Depp II,D,0.2142857142857143,0.0,0.0,0.25,0.49333333333333335,0.23061250946007691,0.7358502733901764,0.5498616194982591,0.0,0
59,Which person founded a band that includes Alice Cooper as a member?,Marshall Bruce Mathers III,Taylor Alison Swift,John Christopher Depp II,Jon Voight,C,0.75,1.0,1.0,0.25,0.5066666666666667,0.8634459257267058,0.7232717149801847,0.7643960360682082,1.0,1
60,"Which famous actor, known for being nominated for an Academy Award, shares a prestigious award with Willard Carroll Smith II?",Kevin Feige,Ty Dolla Sign,John Christopher Depp II,Ye,C,0.37777777777777777,1.0,0.0,0.08333333333333337,0.4716666666666667,0.38738328631352587,0.5707566942590365,0.4653155968217123,0.0,0
61,Which celebrity holds the record for fulfilling the highest number of wishes through the Make-a-Wish Foundation?,Doja Cat,Dwayne Douglas Johnson,John Felix Anthony Cena,Sharon Tate,C,0.7428571428571429,0.0,1.0,0.33333333333333337,0.54,0.7898231110169323,0.7452841921976701,0.5015623605035264,0.5,0
62,"Which professional wrestler, known for being tied with Ric Flair for the world champion record, got his start in an organization called Ohio Valley Wrestling?",Zachary Taylor,Lionel Messi,Bobby Beausoleil,John Felix Anthony Cena,D,0.46808510638297873,0.0,0.0,0.08333333333333337,0.465,0.3057484806197028,0.8239001822601175,0.4954914739755379,0.0,1
63,"Which person, known for their wrestling career, shares a residence history with a prominent tech CEO known for electric vehicles?",Lionel Andrés Messi,Dwayne Douglas Johnson,Lionel Messi,John Felix Anthony Cena,D,0.37209302325581395,1.0,1.0,0.33333333333333337,0.49833333333333335,0.7471697922607545,0.7044038773651973,0.4653155968217123,0.5,0
64,"Which individual, who once triumphed in the OVW Southern Tag Team Championship, relocated to the same state as Elon Reeve Musk?",Karim Benzema,Lionel Andrés Messi,Jaz-O,John Felix Anthony Cena,D,0.3571428571428571,1.0,0.0,0.08333333333333337,0.4833333333333334,0.4623519937386373,0.7735859486201512,0.6072672082849745,0.0,1
65,Which historical figure joined the U.S. Naval Reserve before becoming a prominent political leader in the United States?,John Fitzgerald Kennedy,Stamford Raffles,Zachary Taylor,Abraham Lincoln,A,0.4358974358974359,0.0,1.0,0.33333333333333337,0.5333333333333333,0.5629303525828357,0.6415110853152393,0.4894205874475493,1.0,0
66,"Which historical figure, known for establishing the Peace Corps, was assassinated in Dallas?",Ho Chi Minh,John Fitzgerald Kennedy,Abraham Lincoln,Diana,B,0.48275862068965514,0.0,0.0,0.16666666666666663,0.5033333333333333,0.5231741754880148,0.7547181110051637,0.4531738237657352,0.0,1
67,Which historical figure operated a type of naval vessel known as PT boats during a major 20th-century conflict?,John Fitzgerald Kennedy,John McCain,Jack Ruby,Kim Jong Un,A,0.4,1.0,1.0,0.41666666666666663,0.5650000000000001,0.62596968867863,0.654089643725231,0.48334970091956075,0.5,0
68,"Which influential political figure, who represented Massachusetts and became involved in tensions that arose after World War II, is known for his significant role at the height of geopolitical rivalries in the 20th century?",John Fitzgerald Kennedy,Andrew,Joseph Robinette Biden Jr.,Robert Bork,A,0.3142857142857143,1.0,0.0,0.25,0.48333333333333334,0.5534706916044201,0.7169824357751889,0.26292295330774035,0.5,0
69,Under whose leadership were sanctions imposed against Russia by a sitting U.S. President?,Jony Ive,Joseph Robinette Biden Jr.,John Felix Anthony Cena,Carter Bays,B,0.22580645161290325,0.0,1.0,0.08333333333333337,0.47833333333333333,0.4173582418027637,0.5471718972403024,0.5287027943933577,0.0,0
70,Who was elected to the New Castle County Council and later signed the American Rescue Plan Act?,Vladimir Putin,Scooter Braun,Joseph Robinette Biden Jr.,Duchess of York,C,0.37777777777777777,0.0,0.0,0.5,0.5583333333333333,0.4863151977042072,0.8239001822601175,0.6435139719667886,0.0,1
71,Which current leader of a country that has historical forced trade relations with Japan held the office starting from 2021?,Pamela Fryman,Clarence Thomas,Joseph Robinette Biden Jr.,Kimberly Noel Kardashian,C,0.09756097560975607,1.0,1.0,0.41666666666666663,0.66,0.2185495887975218,0.5534611764452981,0.6163735380769573,0.0,1
72,"In 1982, a historic event took place involving the return of the Sinai Peninsula. Which political figure, known for having an approval rating assessed by Gallup, supported the country involved in this event?",Mary Lincoln,Gianna Bryant,Grover Cleveland,Joseph Robinette Biden Jr.,D,0.5294117647058824,1.0,0.0,0.33333333333333337,0.55,0.6797347919763125,0.6933976387564547,0.49700919560753504,1.0,0
73,"Which singer is known for having a major hit with the remixed version of the song ""Despacito""?",Ryan Reynolds,Karim Benzema,Farrokh Bulsara,Justin Drew Bieber,D,0.4285714285714286,0.0,1.0,0.16666666666666663,0.5016666666666666,0.5481160046834347,0.6981145981602015,0.7945719132220337,0.0,0
74,"What artist, whose debut EP is titled ""My World,"" was brought to us by the famous musician Usher?",Justin Drew Bieber,Michael Jeffrey Jordan,Edward VIII,The Rock,A,0.11627906976744184,0.0,0.0,0.41666666666666663,0.49333333333333335,0.37622639421097953,0.7861645070301427,0.7855548611731095,0.0,1
75,"Widely known for recognizing influential celebrities, what organization named a pop star and reality TV personality among the most powerful individuals, with the pop star also being identified as a Canadian singer internationally renowned for his hit songs?",Muammar Gaddafi,Cristiano Ronaldo,Angelina Jolie,Justin Drew Bieber,D,0.11904761904761907,1.0,1.0,0.33333333333333337,0.48666666666666664,0.6560832925198612,0.5974861308802688,0.0,1.0,0
76,"What Canadian singer, known for the hit single ""Stay,"" speaks French as an official language due to his nationality?",Justin Drew Bieber,Stephen A. Douglas,Lionel Messi,Warren G. Harding,A,0.36734693877551017,1.0,0.0,0.33333333333333337,0.5099999999999999,0.3242672346294037,0.7264163545826827,0.6253905901258816,0.0,0
77,"In the film ""Point Break,"" who took on the role of an action hero in the iconic 1991 surfing and crime thriller?",Keanu Charles Reeves,Ric Flair,Woody Allen,Scotty Moore,A,0.48888888888888893,0.0,1.0,0.16666666666666663,0.5216666666666666,0.32417988501868017,0.6415110853152393,0.8248370681189179,0.0,0
