id,stem,a,b,c,d,correct_answer,incorrect_rate,signal_reasoning,signal_extra_triple,signal_distractor_depth,signal_node_embedding_similarity,signal_text_embedding_similarity,signal_degree_centrality,signal_readability,signal_above_largest_gap_count,signal_llm_extra_fact
78,"Which actor, known for his action hero role in ""Point Break,"" reprised a role in the film ""Bill & Ted Face the Music""?",Keanu Charles Reeves,Makaveli,Richard Nixon,Shawn Corey Carter,A,0.4390243902439024,0.0,0.0,0.16666666666666663,0.5,0.25470133982915016,0.7547181110051637,0.9003660387465404,0.0,1
79,Which Canadian-born actor shares citizenship with a tech billionaire known for founding a prominent electric vehicle company?,George Washington,Ketanji Brown Jackson,Billy Ray Cyrus,Keanu Charles Reeves,D,0.4736842105263158,1.0,1.0,0.0,0.5183333333333334,0.5154439874031925,0.6415110853152393,0.26586911882867603,0.0,0
80,"What actor, known for reprising the role of Ted, is a co-writer and creator of a franchise that shares its expansion with The Book of Elsewhere?",Muhammad Ali,Eminem,Keanu Charles Reeves,Destiny Hope Cyrus,C,0.33333333333333337,1.0,0.0,0.16666666666666663,0.4916666666666667,0.45633113651044516,0.8066046644463791,0.7885903044371038,0.0,1
81,"In the mid-2000s, which socialite and media personality gained widespread attention due to a leaked personal video featuring them and Ray J?",Kimberly Noel Kardashian,Nicki Minaj,6Ix9Ine,Paris Hilton,A,0.42105263157894735,0.0,1.0,0.41666666666666663,0.6433333333333333,0.6800873378848793,0.7452841921976701,0.4471029372377466,0.5,0
82,"In 2023, who shocked viewers by taking on a role in ""American Horror Story,"" despite being best known for appearing in reality TV shows such as ""Kourtney And Kim Take Miami""?",Kimberly Noel Kardashian,Winston Churchill,Richard Nixon,Charles III,A,0.25,0.0,0.0,0.0,0.49333333333333335,0.19327923738657637,0.8239001822601175,0.5166502990804392,0.0,1
83,"Recognized as a leading figure by a prestigious publication, who shares this honor with Justin Drew Bieber in being named influential in their respective fields?",Kimberly Noel Kardashian,Elizabeth II,Sylvester Stallone,Destiny Hope Cyrus,A,0.625,1.0,1.0,0.08333333333333337,0.48,0.8981054393019734,0.5974861308802686,0.4954914739755379,1.0,0
84,"Which socialite and entrepreneur, who co-founded the clothing store Dash, was recognized by the same organization that deemed Justin Bieber as powerful?",Snoop Dogg,Duchess of York,Kimberly Noel Kardashian,Leonardo Wilhelm DiCaprio,C,0.5806451612903225,1.0,0.0,0.08333333333333337,0.48,0.47557238036639154,0.6933976387564547,0.4471029372377466,0.0,1
85,"Who is the artist known for receiving two Golden Globe Awards, in addition to being a renowned figure in the music and entertainment industry?",Lady Gaga,Destiny Hope Cyrus,Billy Bob Thornton,D.J. Fontana,A,0.21052631578947367,0.0,1.0,0.16666666666666663,0.48666666666666664,0.6139476818369864,0.7358502733901764,0.5045978037675207,0.0,0
86,"Which celebrity, known for their role in ""House Of Gucci,"" founded the ""Born This Way Foundation""?",John Lennon,Avi Arad,Lady Gaga,Jada Pinkett Smith,C,0.27586206896551724,0.0,0.0,0.0,0.48666666666666664,0.3945032409127312,0.8176109030551217,0.8036782430140166,0.0,1
87,"Who is the artist behind the hit song ""Telephone""?",Hillary Clinton,Neil Patrick Harris,Lady Gaga,2Pac,C,0.09375,1.0,1.0,0.16666666666666663,0.5333333333333333,0.32506032338195817,0.7987430654401344,0.867065440585662,0.0,0
88,"Which global music icon, known for releasing another successful album titled ""Artpop,"" achieved the milestone of selling 1 million copies of their album in its first week?",Lady Gaga,Billy Ray Cyrus,Amy Pascal,Freddie Mercury,A,0.24137931034482762,1.0,0.0,0.0,0.5300000000000001,0.40961012126116414,0.8490572990801007,0.47736809213463083,0.0,0
89,Which footballer has famously won the UEFA Champions League multiple times during his illustrious career?,Lionel Andrés Messi,Steven Paul Jobs,Stefani Joanne Angelina Germanotta,"Milena Markovna ""Mila"" Kunis",A,0.0,0.0,1.0,0.16666666666666663,0.535,0.3650788037846037,0.7452841921976701,0.43505044192482817,0.0,0
90,"In 2021, which legendary footballer achieved a career milestone by winning both the prestigious Ligue 1 championship and the FIFA World Cup?",Ray J,Diego Maradona,Rob Greenberg,Lionel Andrés Messi,D,0.14634146341463417,0.0,0.0,0.5,0.6749999999999999,0.40144957316560437,0.8239001822601175,0.5982501562360503,0.5,0
91,Who is known as a major rival to the record-holding player of the UEFA Champions League?,Martin Scorsese,Charles Milles Manson,Lionel Andrés Messi,Sam Phillips,C,0.12195121951219512,1.0,1.0,0.25,0.5216666666666667,0.2097764019765632,0.6918253189552057,0.728149272386394,0.0,1
92,"Which influential individual, recognized alongside Bruce Lee as one of the 100 most important people of the 20th century, celebrated a major victory by winning the Copa América?",Brad Pitt,Lionel Andrés Messi,Tupac Amaru Shakur,Ketanji Brown Jackson,B,0.3157894736842105,1.0,0.0,0.08333333333333337,0.5116666666666667,0.5188540960565141,0.7358502733901764,0.31729309883046153,0.0,1
93,"Which organization is credited with producing the film ""Doctor Strange in the Multiverse of Madness""?",Marvel Studios,Valhalla Motion Pictures,Agbo,Def Jam Recordings,A,0.07894736842105265,0.0,1.0,0.5,0.6699999999999999,0.3504818381394082,0.5283040596253149,0.5105794125524507,0.5,1
94,"What organization is credited with producing both the film ""Doctor Strange"" and ""Iron Man 2""?",Marvel Studios,Nation Of Islam,Billboard,Michigan Wolverines,A,0.09756097560975607,0.0,0.0,0.0,0.4916666666666667,0.22053422996170013,0.6729574813402184,0.5861083831800732,0.0,1
95,What organization is credited with producing a film that is part of the superhero team franchise known for assembling iconic characters like Iron Man and Thor?,Church of Scientology,Young Money Entertainment,Marvel Studios,Guinness World Records,C,0.07407407407407407,1.0,1.0,0.0,0.49499999999999994,0.3250931791963089,0.6666682021352226,0.4109454512989911,0.0,0
96,"Known for producing a popular superhero film series, what organization is also credited with producing the 2017 hit film ""Spider-Man: Homecoming""?",Marvel Studios,Songwriters Hall of Fame,Def Jam Recordings,40/40 Club,A,0.050000000000000044,1.0,0.0,0.0,0.455,0.2764488953998601,0.7216993951789359,0.3051513257744844,0.0,1
97,"Who famously released the hit song ""Wrecking Ball""?",Miley Ray Cyrus,Romain Dauriac,Paris Hilton,Tyga,A,0.11904761904761907,0.0,1.0,0.08333333333333337,0.49333333333333335,0.41476293677061243,0.5943414912777708,0.8006427997500222,0.0,0
98,"Which artist, recognized for their high rankings by the RIAA, released the album ""Meet Miley Cyrus""?",Miley Ray Cyrus,Elvis,Snoop Dogg,Phil Heath,A,0.16666666666666663,0.0,0.0,0.16666666666666663,0.49499999999999994,0.33317879845686654,0.710693156570193,0.6526203017587715,0.0,1
99,"Which of these artists, known for their contributions to both music and television, shares a Grammy-winning status with the artist formerly known as Kanye West?",Miley Ray Cyrus,Sam Phillips,Gray Davis,Jonny Lee Miller,A,0.5660377358490566,1.0,1.0,0.16666666666666663,0.5183333333333333,0.8051117173684856,0.3962291963204031,0.5710204446031604,1.0,0
100,"Which artist, who is signed with RCA Records, won a prestigious award for the song ""Flowers""?",Afeni Shakur,Tupac Amaru Shakur,Cassius Marcellus Clay Jr.,Miley Ray Cyrus,D,0.31707317073170727,1.0,0.0,0.08333333333333337,0.49500000000000005,0.6893303651086999,0.7452841921976701,0.728149272386394,0.0,0
101,"Which actress starred in the movie ""Barbershop: The Next Cut"" alongside Ice Cube and Cedric the Entertainer?",Roger Taylor,King George V,Brad Pitt,Nicki Minaj,D,0.5111111111111111,0.0,1.0,0.0,0.4916666666666667,0.4716397248408326,0.6226432477002519,0.6435139719667886,1.0,0
102,"Which artist, known for being featured on the song ""Trolls,"" was awarded the Billboard Music Award?",Nathan Rosen,Ric Flair,Nicki Minaj,Sharon Tate,C,0.36585365853658536,0.0,0.0,0.16666666666666663,0.5133333333333333,0.26963070799884725,0.7358502733901764,0.728149272386394,0.0,1
103,"What artist, known for their hit song ""Starships,"" released an album that includes this track?",Nicki Minaj,Jony Ive,Nancy Dow,Eva Braun,A,0.21052631578947367,1.0,1.0,0.0,0.53,0.19901105124636873,0.7295609941851806,0.8882242656905632,0.0,1
104,"Which pop star, who has released the album ""Queen"", shares the distinction of being ranked alongside Justin Bieber by a renowned music organization?",Nicki Minaj,Willard Carroll Smith II,Kimberly Noel Kardashian,George Martin,A,0.18604651162790697,1.0,0.0,0.16666666666666663,0.48333333333333334,0.4920270300605853,0.6367941259114924,0.513614855816445,0.0,0
105,"Which singer and entrepreneur was recognized by the Recording Industry Association of America, earning massive acclaim for her contributions to the music industry?",Neil Patrick Harris,Robyn Rihanna Fenty,Willard Carroll Smith II,Lionel Messi,B,0.21875,0.0,1.0,0.08333333333333337,0.5166666666666667,0.35249349406916547,0.6320771665077456,0.2114989733059548,0.0,0
106,"Which Barbadian national, known for releasing the album ""Good Girl Gone Bad,"" is being referred to?",Elvis Aaron Presley,Robyn Rihanna Fenty,Chuck Norris,Doja Cat,B,0.45833333333333337,0.0,0.0,0.25,0.47500000000000003,0.30766189900659774,0.7861645070301427,0.6526203017587715,0.0,1
107,"Who is recognized for their contributions by the organization that certified the song ""Love The Way You Lie""?",Amy Pascal,Marshall Bruce Mathers III,Paul McCartney,Robyn Rihanna Fenty,D,0.4651162790697675,1.0,1.0,0.08333333333333337,0.49833333333333335,0.952473543362224,0.7421395525951722,0.6344969199178644,1.0,1
108,"What artist, who released the album ""A Girl Like Me,"" is recognized by the same organization that certified Eminem’s song ""Lose Yourself""?",Scooter Braun,Miley Ray Cyrus,Scotty Moore,Robyn Rihanna Fenty,D,0.30952380952380953,1.0,0.0,0.25,0.49166666666666664,0.5538555557253332,0.7971707456388855,0.5982501562360503,0.0,1
109,"Which actor took on the title role in the film featuring both ""Deadpool"" and ""Wolverine""?",Ryan Rodney Reynolds,Elvis,Stefani Joanne Angelina Germanotta,Sonny Liston,A,0.0,0.0,1.0,0.0,0.4883333333333333,0.2178488218151637,0.7169824357751889,0.7371663244353182,0.0,0
110,"Which actor, known for their role in ""Deadpool & Wolverine,"" is also a board member of Match Group?",Rihanna,Milwaukee Monster,Ryan Rodney Reynolds,Dwayne Michael Carter Jr.,C,0.15384615384615385,0.0,0.0,0.08333333333333337,0.49,0.3804230000051659,0.8050323446451302,0.7945719132220337,0.0,1
111,"Both having stars commemorating their careers, which actor shares this honor with Johnny Depp?",Cruz Bustamante,Sam Phillips,Ryan Rodney Reynolds,Lil Wayne,C,0.33333333333333337,1.0,1.0,0.0,0.455,0.7140819656282932,0.5660397348552897,0.6707436835996785,0.0,1
112,"Which actor, who starred in the film ""Woman In Gold,"" shares an award recognition with Jennifer Aniston?",Ryan Rodney Reynolds,Leonardo Wilhelm DiCaprio,Woody Allen,Ye,A,0.6363636363636364,1.0,0.0,0.5,0.53,0.9443962905122685,0.7216993951789359,0.6435139719667886,1.0,0
113,"Known for her roles in films such as ""Lost in Translation"" and ""Marriage Story,"" which actress has been a prominent figure in Hollywood and has also appeared as Black Widow in the Marvel Cinematic Universe franchise?",Gareth Bale,Stefani Joanne Angelina Germanotta,Scarlett Ingrid Johansson,Colin Jost,C,0.14634146341463417,0.0,1.0,0.5,0.6616666666666667,0.3703565177668796,0.5754736536627834,0.47138648334970085,0.0,0
114,"In 2010, who received a Tony Award and has also been divorced from Ryan Reynolds?",Tupac Amaru Shakur,Gray Davis,Arnold Alois Schwarzenegger,Scarlett Ingrid Johansson,D,0.2894736842105263,0.0,0.0,0.5,0.5083333333333333,0.44275825289053206,0.7044038773651973,0.7371663244353182,0.0,0
115,Which Hollywood actress shares her nationality with Jennifer Aniston?,Kourtney Kardashian,Phil Heath,Keanu Charles Reeves,Scarlett Ingrid Johansson,D,0.55,1.0,1.0,0.25,0.52,0.4903962071640629,0.47798982598534856,0.2628336755646817,0.5,1
116,"Who, nominated alongside Willard Carroll Smith II for a prestigious film award, was named in the Time 100 Most Influential list in 2021?",Scarlett Ingrid Johansson,Usher,Colonel Tom Parker,Makaveli,A,0.43243243243243246,1.0,0.0,0.16666666666666663,0.505,0.8285074792912542,0.5943414912777708,0.5891438264440676,1.0,1
117,"Who served as an executive producer for the documentary series ""Living Undocumented""?",Jada Pinkett Smith,6Ix9Ine,Milwaukee Cannibal,Selena Marie Gomez,D,0.5882352941176471,0.0,1.0,0.16666666666666663,0.5133333333333333,0.6312702487035358,0.6792467605452142,0.16016427104722789,0.5,0
118,"Which celebrity, who has received an American Music Award, was awarded the Order of Arts and Letters?",Roger Taylor,Kareem Abdul-Jabbar,Selena Marie Gomez,Edward,C,0.2941176470588235,0.0,0.0,0.0,0.5033333333333334,0.9404386870841891,0.7672966694151553,0.49245603071154354,1.0,1
119,"Who, along with Nicki Minaj, has been honored with the same prestigious music award?",Selena Marie Gomez,Afeni Shakur,Ray J,Cruz Bustamante,A,0.3529411764705882,1.0,1.0,0.16666666666666663,0.525,0.8390976403830107,0.528304059625315,0.6707436835996785,1.0,1
120,"Who provided the voice for a character in the Hotel Transylvania film franchise and also formed the band that released the album ""A Year Without Rain""?",Selena Marie Gomez,Lee Jun-Fan,Diana Princess of Wales,Freddie Mercury,A,0.19999999999999996,1.0,0.0,0.08333333333333337,0.505,0.2406608405838319,0.8160385832538728,0.6375323631818587,0.0,1
121,"Who is the acclaimed singer-songwriter behind the hit song ""Cardigan""?",Chris Rock,Fourteen US Presidents,Ray J,Taylor Alison Swift,D,0.29268292682926833,0.0,1.0,0.0,0.47500000000000003,0.1744738713429944,0.6037754100852645,0.6314614766538701,0.0,0
122,"Known for creating the song ""Is It Over Now?"", which individual was the subject of the documentary film ""Miss Americana""?",Taylor Alison Swift,Kimbal Musk,Freddie Mercury,John Aniston,A,0.24242424242424243,0.0,0.0,0.08333333333333337,0.49499999999999994,0.2952330817802774,0.7295609941851805,0.5559325060262476,0.0,1
123,What Grammy-winning artist shares a major television award with a hip-hop mogul known for his entrepreneurial ventures?,50 Cent,Justin Bieber,Destiny Hope Cyrus,Taylor Alison Swift,D,0.64,1.0,1.0,0.33333333333333337,0.49666666666666665,1.0,0.5911968516752728,0.4169270600839211,0.0,0
124,"Which iconic singer-songwriter, who created the hit song ""Anti-Hero,"" also won a prestigious music award for a song titled ""Flowers""?",Ryan Reynolds,Taylor Alison Swift,Pamela Fryman,Khloé Kardashian,B,0.1724137931034483,1.0,0.0,0.0,0.49666666666666665,0.33045004993583166,0.7500011516014169,0.4653155968217123,0.0,0
125,"In the 2004 crime thriller ""Collateral,"" who played the role of the contract killer Vincent alongside Jamie Foxx’s character, Max?",John Tyler,The Rock,Marshall Bruce Mathers III,Thomas Cruise Mapother IV,D,0.5609756097560976,0.0,1.0,0.0,0.49666666666666676,0.3922655408057812,0.6698128417377205,0.6163735380769573,0.0,0
126,"This actor, known for his role in ""Minority Report,"" has received a Golden Globe Award. Who is he?",Scotty Moore,Thomas Cruise Mapother IV,Anthony Russo,Donald Trump,B,0.625,0.0,0.0,0.16666666666666663,0.52,0.4115831071552219,0.7295609941851806,0.867065440585662,0.0,1
127,"In addition to an acclaimed actor known for his action-packed roles, who has won an award also received by Willard Carroll Smith II?",Thomas Cruise Mapother IV,George Harrison,Willard Carroll Smith II,Paul McCartney,A,0.6,1.0,1.0,0.5833333333333333,0.505,0.9021913989637911,0.5157255012153232,0.66467279707169,0.0,0
128,"In character as the snarky personality Deadpool, which actor, known for his portrayal of a daring military pilot, has been awarded the same prestigious film accolade for which Ryan Reynolds has been nominated?",Usher,Joe Bryant,Sharon Tate,Thomas Cruise Mapother IV,D,0.6956521739130435,1.0,0.0,0.16666666666666663,0.465,0.4201346828866531,0.6745298011414673,0.3474689759842871,0.0,0
129,Which legendary NFL quarterback holds the record for achieving 10 Super Bowl appearances?,Stefani Joanne Angelina Germanotta,Child With Jost,Pamela Fryman,Thomas Edward Patrick Brady Jr.,D,0.48571428571428577,0.0,1.0,0.5,0.5133333333333333,0.20028377167585854,0.5660397348552897,0.30211588251049015,0.0,0
130,Which former New England Patriots player holds the record as the NFL leader in quarterback regular season wins?,Selena Marie Gomez,Ryan Reynolds,Thomas Edward Patrick Brady Jr.,Arnold Alois Schwarzenegger,C,0.4117647058823529,0.0,0.0,0.5,0.505,0.2290097728012223,0.7044038773651973,0.48334970091956075,0.0,1
131,"Sharing a nationality with Jennifer Aniston, who is this renowned athlete and celebrated quarterback credited with achieving unprecedented success in American football?",Thomas Edward Patrick Brady Jr.,Joe Russo,Taylor Alison Swift,Doja Cat,A,0.3783783783783784,1.0,1.0,0.08333333333333337,0.47500000000000003,0.31083253747948064,0.4591219883703611,0.06945808409963396,0.0,0
132,An acclaimed American sitcom shares its nationality with the individual often hailed as the Greatest Quarterback Of All Time. Who is this person?,Chris Rock,Thomas Edward Patrick Brady Jr.,Kim Kardashian,Ringo Starr,B,0.4444444444444444,1.0,0.0,0.16666666666666663,0.48333333333333334,0.4810052169309965,0.6698128417377205,0.5422730113382733,0.0,0
133,"In the crime film ""Gang Related"", which influential musician and actor took on one of the leading roles alongside James Belushi?",Jeffrey Lionel Dahmer,Miley Ray Cyrus,Kourtney Kardashian,Tupac Amaru Shakur,D,0.4516129032258065,0.0,1.0,0.16666666666666663,0.4916666666666667,0.45306959836163185,0.6698128417377205,0.6072672082849745,0.0,0
134,"Which influential rapper, who collaborated with Snoop Dogg, released the posthumous album ""Greatest Hits""?",Tupac Amaru Shakur,John Lennon,Lionel Andrés Messi,Taylor Alison Swift,A,0.1724137931034483,0.0,0.0,0.16666666666666663,0.4683333333333333,0.3831636559080391,0.7735859486201512,0.444156771716811,0.0,1
135,"Known for both his musical influence and acting roles, which iconic figure shares the same profession as the star of the ""Terminator"" film series?",Scarlett Ingrid Johansson,Dr. Dre,Justin Drew Bieber,Tupac Amaru Shakur,D,0.7435897435897436,1.0,1.0,0.5,0.6116666666666667,0.9560382744581847,0.5597504556502939,0.5801267743951432,0.5,0
136,"What individual, who shared an occupation with Arnold Schwarzenegger, tragically met their end in Las Vegas?",Tupac Amaru Shakur,Bill Black,Khloé Kardashian,Arnold Alois Schwarzenegger,A,0.5510204081632653,1.0,0.0,0.41666666666666663,0.47833333333333333,1.0,0.6650958823339737,0.4260333898759039,0.0,0
137,The only country where English is the official language and its capital is London is what?,Romania,United Kingdom,Syria,Ukraine,B,0.0,0.0,1.0,0.33333333333333337,0.5,0.3398514913989272,0.7075485169676952,0.6526203017587715,0.0,0
138,"In what country, which includes Northern Ireland as part of its territory, did Winston Churchill serve as Prime Minister?",Ceylon,United Kingdom,Jordan,State Of Israel,B,0.09677419354838712,0.0,0.0,0.25,0.5266666666666666,0.372584365754235,0.7044038773651973,0.6253905901258816,0.0,1
139,Which country declared war on a nation that was subjected to the Treaty of Versailles?,United Kingdom,East Germany,Syria,Singapore,A,0.6578947368421053,1.0,1.0,0.5,0.5666666666666667,0.9843898149249192,0.47170054678035267,0.7371663244353182,1.0,1
140,"Which former colonial power, whose member countries include those in the G7, is connected to the Atlantic Ocean through a country that gained independence from it?",Bulgaria,Greece,Rome,United Kingdom,D,0.32608695652173914,1.0,0.0,0.5833333333333333,0.545,0.6949752128283843,0.7311333139864296,0.48647442192661366,0.5,1
141,"Who played the leading role in the 2008 film ""Seven Pounds""?",Kareem Abdul-Jabbar,Kim Kardashian,Karim Benzema,Willard Carroll Smith II,D,0.28260869565217395,0.0,1.0,0.0,0.5,0.41678561692117466,0.6603789229302267,1.0,0.0,1
142,"Which actor, known for receiving a BAFTA Award, starred in the film ""Men In Black""?",Willard Carroll Smith II,Neil Patrick Harris,Rob Greenberg,Anne,A,0.368421052631579,0.0,0.0,0.0,0.5166666666666667,0.4645397956998156,0.7672966694151553,0.8882242656905632,0.5,1
143,Who holds an award in common with John Christopher Depp II?,Billy Ray Cyrus,Michael Shea,John Lennon,Willard Carroll Smith II,D,0.5128205128205128,1.0,1.0,0.16666666666666663,0.5066666666666667,0.7046263047123495,0.47798982598534845,0.8489420587447549,0.0,1
144,"Which of these actors, known for starring in the film ""I, Robot,"" has also received a nomination for the same prestigious award for which Johnny Depp was nominated?",Jaz-O,Willard Carroll Smith II,George Foreman,Lionel Andrés Messi,B,0.5714285714285714,1.0,0.0,0.08333333333333337,0.5283333333333333,0.3323866634502571,0.6037754100852646,0.6194089813409517,0.0,1
145,Which of these individuals is known for their work as a film producer?,Sonny Liston,6Ix9Ine,Ye,William Bradley Pitt,D,0.5365853658536586,0.0,1.0,0.16666666666666663,0.48666666666666664,0.3745694019309757,0.6698128417377205,0.7552897062762253,0.0,0
146,"Which actor starred in both the action-comedy film ""Mr. & Mrs. Smith"" and the classic film ""Thelma & Louise""?",6Ix9Ine,Kourtney Kardashian,Arnold Alois Schwarzenegger,William Bradley Pitt,D,0.1578947368421053,0.0,0.0,0.08333333333333337,0.48666666666666664,0.3166175994149879,0.7672966694151554,0.7205606642264084,0.0,0
147,"Which person, who shares an award nomination history with John Christopher Depp II, is a recipient of this prestigious accolade?",William Bradley Pitt,Romain Dauriac,Lauren Shuler Donner,Tupac Amaru Shakur,A,0.22580645161290325,1.0,1.0,0.25,0.5116666666666666,0.6279904809244872,0.48427910519034434,0.4653155968217123,0.0,1
148,"Which actor, who starred in the film ""Bullet Train,"" received the same prestigious British award as Leonardo DiCaprio?",Donald Trump,William Bradley Pitt,Birdman,Paris Hilton,B,0.16666666666666663,1.0,0.0,0.0,0.49499999999999994,0.437415858896064,0.7688689892164043,0.558967949290242,0.0,1
149,Which early 20th-century global conflict is considered a significant precursor to the events leading to the outbreak of World War II?,World War I,China–Vietnam Border Conflicts,Paris Peace Conference,Jewish Immigration,A,0.6,0.0,1.0,0.33333333333333337,0.53,0.38866755959695676,0.5943414912777708,0.45620926702972947,0.0,0
150,The outbreak of which event is considered to have been caused by Germany and took place in Europe?,China–Vietnam Border Conflicts,World War I,Golden Jubilee,Global Recession,B,0.3125,0.0,0.0,0.08333333333333337,0.5116666666666667,0.3235275140466035,0.49056838439534,0.7855548611731095,0.0,1
151,"Before leading a major invasion against a vast Eastern nation, which event saw the participation of a future dictator who would later become infamous during World War II?",World War I,Watergate Scandal,Belle Époque,Thirty Years’ War,A,0.4285714285714286,1.0,1.0,0.5,0.6250000000000001,0.45150818623904737,0.6792467605452142,0.39282206945808407,0.0,0
152,"In 1914, the United Kingdom declared war on a neighboring country, leading to a significant global conflict characterized by the first use of tanks. What is the name of this event?",Sino-Soviet Split,Indochina Wars,Reactor Core Fire,World War I,D,0.18918918918918914,1.0,0.0,0.25,0.5233333333333333,0.23379772449687775,0.4905683843953401,0.7326131595393268,0.0,0
153,By what name is the artist born as Kanye Omari West now professionally known?,Ye,Tim Burton,Kareem Abdul-Jabbar,Colonel Tom Parker,A,0.23913043478260865,0.0,1.0,0.25,0.47333333333333333,0.7139955145576317,0.556605816047796,0.8218016248549236,0.5,1
154,"Which individual, known for creating the album ""808s & Heartbreak,"" has been featured in the publication Rolling Stone?",Scarlett Ingrid Johansson,Tony Bennett,Lionel Messi,Ye,D,0.5454545454545454,0.0,0.0,0.41666666666666663,0.48666666666666664,0.9200574280186657,0.6918253189552057,0.49245603071154354,1.0,1
155,"Which renowned musician, like Elvis Aaron Presley, has been celebrated for their achievements by winning one of the music industry’s most prestigious awards?",Sam Phillips,Kid Cudi,Ye,Bill Black,C,0.5517241379310345,1.0,1.0,0.6666666666666667,0.665,1.0,0.5031469428053317,0.4380858851888224,0.5,0
156,"Which person, who is married to Kim Kardashian, collaborated with the artist named by Billboard as the greatest rapper?",Lil Wayne,2Pac,Ye,Charles Milles Manson,C,0.11764705882352944,1.0,0.0,0.16666666666666663,0.48833333333333334,1.0,0.6603789229302267,0.6253905901258816,0.5,0
